,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration,Spot Price
1511,SPX240119C06600000,2023-07-07 2:20PM EDT,6600.0,0.1,0.0,0.15,0.0,-,2,1761,17.55%,0.7658730158730159,4398.950195
1583,SPX240216C04400000,2023-07-07 12:49PM EDT,4400.0,274.15,273.3,274.7,-21.35,-7.23%,200,3349,19.85%,0.876984126984127,4398.950195
1584,SPX240216C04425000,2023-07-07 2:15PM EDT,4425.0,276.18,256.1,258.2,0.0,-,2,1534,19.50%,0.876984126984127,4398.950195
1585,SPX240216C04450000,2023-07-05 10:13AM EDT,4450.0,270.6,239.6,240.9,0.0,-,1,1843,19.06%,0.876984126984127,4398.950195
1586,SPX240216C04475000,2023-07-10 10:55AM EDT,4475.0,221.53,223.2,224.6,-12.0,-5.14%,2,380,18.66%,0.876984126984127,4398.950195
1587,SPX240216C04500000,2023-07-06 2:44PM EDT,4500.0,216.95,207.4,208.4,0.0,-,5,6089,18.25%,0.876984126984127,4398.950195
1588,SPX240216C04525000,2023-07-06 10:23AM EDT,4525.0,193.61,191.4,193.9,0.0,-,2,220,17.93%,0.876984126984127,4398.950195
1589,SPX240216C04550000,2023-07-06 11:51AM EDT,4550.0,181.65,177.5,178.4,0.0,-,200,1862,17.50%,0.876984126984127,4398.950195
1590,SPX240216C04575000,2023-06-30 12:19PM EDT,4575.0,185.27,163.3,165.1,0.0,-,10,1236,17.21%,0.876984126984127,4398.950195
1591,SPX240216C04600000,2023-07-07 2:26PM EDT,4600.0,165.67,149.3,150.6,0.0,-,130,888,16.79%,0.876984126984127,4398.950195
1592,SPX240216C04625000,2023-07-03 12:56PM EDT,4625.0,162.71,136.2,137.8,0.0,-,2,222,16.45%,0.876984126984127,4398.950195
1593,SPX240216C04650000,2023-07-06 11:53AM EDT,4650.0,128.7,123.9,125.2,0.0,-,2,985,16.10%,0.876984126984127,4398.950195
1594,SPX240216C04675000,2023-07-05 3:43PM EDT,4675.0,136.13,112.4,113.6,0.0,-,8,1010,15.78%,0.876984126984127,4398.950195
1595,SPX240216C04700000,2023-07-05 3:41PM EDT,4700.0,124.7,101.8,102.6,0.0,-,1,1397,15.47%,0.876984126984127,4398.950195
1596,SPX240216C04725000,2023-07-05 3:22PM EDT,4725.0,112.8,91.3,92.4,0.0,-,15,710,15.18%,0.876984126984127,4398.950195
1597,SPX240216C04750000,2023-07-10 10:33AM EDT,4750.0,82.78,82.2,82.9,-11.01,-11.74%,3,1721,14.90%,0.876984126984127,4398.950195
1598,SPX240216C04775000,2023-07-07 2:11PM EDT,4775.0,83.96,73.5,74.4,0.0,-,20,169,14.66%,0.876984126984127,4398.950195
1599,SPX240216C04800000,2023-07-10 10:31AM EDT,4800.0,66.1,65.6,66.4,-12.88,-16.31%,1,2603,14.42%,0.876984126984127,4398.950195
1600,SPX240216C04850000,2023-07-06 2:34PM EDT,4850.0,56.73,51.4,51.9,0.0,-,5,150,13.93%,0.876984126984127,4398.950195
1601,SPX240216C04900000,2023-07-10 9:59AM EDT,4900.0,40.37,40.0,40.4,-6.67,-14.18%,4,2646,13.55%,0.876984126984127,4398.950195
1602,SPX240216C04950000,2023-07-10 11:29AM EDT,4950.0,30.15,30.8,31.1,-4.85,-13.86%,3,1094,13.21%,0.876984126984127,4398.950195
1603,SPX240216C05000000,2023-07-10 1:15AM EDT,5000.0,22.9,23.5,23.8,-3.23,-12.36%,35,6244,12.94%,0.876984126984127,4398.950195
1604,SPX240216C05100000,2023-07-10 11:29AM EDT,5100.0,13.1,13.4,13.7,-2.52,-16.13%,29,373,12.54%,0.876984126984127,4398.950195
1605,SPX240216C05200000,2023-07-07 2:15PM EDT,5200.0,9.45,7.4,7.9,0.0,-,6,2969,12.32%,0.876984126984127,4398.950195
1606,SPX240216C05300000,2023-07-05 11:21AM EDT,5300.0,6.6,4.2,4.5,0.0,-,11,1064,12.18%,0.876984126984127,4398.950195
1607,SPX240216C05400000,2023-07-06 3:19PM EDT,5400.0,3.06,2.5,2.75,0.0,-,4,2147,12.23%,0.876984126984127,4398.950195
1608,SPX240216C05600000,2023-07-10 11:54AM EDT,5600.0,1.05,1.0,1.2,-0.6,-36.36%,178,938,12.63%,0.876984126984127,4398.950195
1609,SPX240216C05800000,2023-06-28 1:22PM EDT,5800.0,0.63,0.4,0.55,0.0,-,576,573,13.07%,0.876984126984127,4398.950195
1610,SPX240216C06000000,2023-06-30 12:31PM EDT,6000.0,0.4,0.15,0.35,0.0,-,1,325,13.87%,0.876984126984127,4398.950195
1611,SPX240216C06200000,2023-06-20 1:45PM EDT,6200.0,0.35,0.1,0.25,0.0,-,2,10,14.72%,0.876984126984127,4398.950195
1612,SPX240216C06400000,2023-06-21 11:20AM EDT,6400.0,0.1,0.0,0.1,0.0,-,6,13,14.80%,0.876984126984127,4398.950195
1613,SPX240216C06600000,2023-06-20 1:20PM EDT,6600.0,0.1,0.0,0.15,0.0,-,20,125,16.42%,0.876984126984127,4398.950195
1614,SPX240216C06800000,2023-06-07 3:33PM EDT,6800.0,0.12,0.0,0.2,0.0,-,1,319,17.92%,0.876984126984127,4398.950195
1615,SPX240216C07000000,2023-05-09 2:38PM EDT,7000.0,0.1,0.0,0.2,0.0,-,60,0,18.99%,0.876984126984127,4398.950195
1686,SPX240315C04400000,2023-07-10 1:20PM EDT,4400.0,296.55,296.4,297.8,-25.16,-7.82%,32,9302,20.31%,0.9880952380952381,4398.950195
1687,SPX240315C04425000,2023-07-07 11:23AM EDT,4425.0,288.97,278.9,281.1,0.0,-,80,487,19.95%,0.9880952380952381,4398.950195
1688,SPX240315C04450000,2023-07-10 12:54PM EDT,4450.0,261.5,262.5,263.9,-6.7,-2.50%,250,1033,19.54%,0.9880952380952381,4398.950195
1689,SPX240315C04475000,2023-07-10 1:03PM EDT,4475.0,246.45,246.3,247.7,-28.12,-10.24%,1,230,19.18%,0.9880952380952381,4398.950195
1690,SPX240315C04500000,2023-07-10 11:32AM EDT,4500.0,230.27,230.4,231.3,0.07,+0.03%,2,9151,18.78%,0.9880952380952381,4398.950195
1691,SPX240315C04525000,2023-07-07 3:56PM EDT,4525.0,215.1,214.9,216.3,0.0,-,90,1650,18.45%,0.9880952380952381,4398.950195
1692,SPX240315C04550000,2023-07-10 11:25AM EDT,4550.0,196.6,199.9,200.8,-3.5,-1.75%,50,2442,18.06%,0.9880952380952381,4398.950195
1693,SPX240315C04575000,2023-07-03 10:42AM EDT,4575.0,209.65,185.2,187.3,0.0,-,2,232,17.77%,0.9880952380952381,4398.950195
1694,SPX240315C04600000,2023-07-10 10:06AM EDT,4600.0,174.3,171.5,172.4,-19.72,-10.16%,50,8235,17.37%,0.9880952380952381,4398.950195
1695,SPX240315C04625000,2023-07-10 12:41PM EDT,4625.0,156.1,158.2,159.9,-10.18,-6.12%,2,882,17.09%,0.9880952380952381,4398.950195
1696,SPX240315C04650000,2023-07-07 1:53PM EDT,4650.0,163.36,145.3,146.2,0.0,-,103,3104,16.71%,0.9880952380952381,4398.950195
1697,SPX240315C04675000,2023-07-07 11:24AM EDT,4675.0,139.9,132.9,134.6,0.0,-,10,399,16.43%,0.9880952380952381,4398.950195
1698,SPX240315C04700000,2023-07-07 2:42PM EDT,4700.0,133.84,121.7,122.5,0.0,-,12,7964,16.09%,0.9880952380952381,4398.950195
1699,SPX240315C04725000,2023-07-06 11:11AM EDT,4725.0,113.17,110.5,111.3,0.0,-,300,1691,15.78%,0.9880952380952381,4398.950195
1700,SPX240315C04750000,2023-07-10 11:32AM EDT,4750.0,100.11,100.3,101.1,-21.59,-17.74%,4,2259,15.50%,0.9880952380952381,4398.950195
1701,SPX240315C04775000,2023-07-07 2:11PM EDT,4775.0,102.51,90.8,91.9,0.0,-,2,777,15.26%,0.9880952380952381,4398.950195
1702,SPX240315C04800000,2023-07-07 1:01PM EDT,4800.0,95.96,81.7,83.1,0.0,-,87,4904,15.02%,0.9880952380952381,4398.950195
1703,SPX240315C04850000,2023-07-10 12:41PM EDT,4850.0,65.05,66.2,67.2,-6.14,-8.62%,5,734,14.56%,0.9880952380952381,4398.950195
1704,SPX240315C04900000,2023-07-10 3:41AM EDT,4900.0,50.03,52.6,53.4,-9.59,-16.09%,3,2611,14.11%,0.9880952380952381,4398.950195
1705,SPX240315C04950000,2023-07-10 9:44AM EDT,4950.0,41.8,41.8,42.4,-7.43,-15.09%,1,166,13.76%,0.9880952380952381,4398.950195
1706,SPX240315C05000000,2023-07-10 1:41PM EDT,5000.0,33.0,32.8,33.5,-4.94,-13.02%,1031,19935,13.47%,0.9880952380952381,4398.950195
1707,SPX240315C05100000,2023-07-10 12:00PM EDT,5100.0,19.36,19.6,20.4,-2.04,-9.53%,2063,4970,13.00%,0.9880952380952381,4398.950195
1708,SPX240315C05200000,2023-07-10 12:41PM EDT,5200.0,11.7,11.7,12.1,-0.6,-4.88%,66,4025,12.65%,0.9880952380952381,4398.950195
1709,SPX240315C05300000,2023-07-10 10:44AM EDT,5300.0,6.94,6.9,7.2,-0.91,-11.59%,126,1131,12.44%,0.9880952380952381,4398.950195
1710,SPX240315C05400000,2023-07-10 12:00PM EDT,5400.0,4.09,4.1,4.3,-1.06,-20.58%,2000,6363,12.33%,0.9880952380952381,4398.950195
1711,SPX240315C05600000,2023-07-10 12:27PM EDT,5600.0,1.65,1.6,1.8,-0.25,-13.16%,30,1015,12.52%,0.9880952380952381,4398.950195
1712,SPX240315C05800000,2023-07-10 11:32AM EDT,5800.0,0.8,0.7,0.85,-0.18,-18.37%,6,873,12.89%,0.9880952380952381,4398.950195
1713,SPX240315C06000000,2023-07-07 2:41PM EDT,6000.0,0.5,0.3,0.5,0.0,-,36,1264,13.52%,0.9880952380952381,4398.950195
1714,SPX240315C06200000,2023-06-14 12:51PM EDT,6200.0,0.52,0.1,0.3,0.0,-,16,325,14.10%,0.9880952380952381,4398.950195
1715,SPX240315C06400000,2023-06-27 11:05AM EDT,6400.0,0.1,0.05,0.25,0.0,-,50,577,15.03%,0.9880952380952381,4398.950195
1716,SPX240315C06600000,2023-06-13 4:02PM EDT,6600.0,0.15,0.0,0.1,0.0,-,70,49,14.99%,0.9880952380952381,4398.950195
1717,SPX240315C06800000,2023-07-07 7:48AM EDT,6800.0,0.1,0.0,0.15,0.0,-,1,467,16.50%,0.9880952380952381,4398.950195
1718,SPX240315C07000000,2023-07-05 12:31PM EDT,7000.0,0.1,0.0,0.15,0.0,-,4,1025,17.49%,0.9880952380952381,4398.950195
1780,SPX240419C04400000,2023-07-07 11:39AM EDT,4400.0,337.81,326.7,329.1,0.0,-,1,2598,21.04%,1.126984126984127,4398.950195
1781,SPX240419C04425000,2023-06-21 10:18AM EDT,4425.0,306.61,309.4,311.7,0.0,-,2,73,20.66%,1.126984126984127,4398.950195
1782,SPX240419C04450000,2023-07-06 12:08PM EDT,4450.0,298.31,293.1,294.6,0.0,-,50,931,20.28%,1.126984126984127,4398.950195
1783,SPX240419C04475000,2023-06-14 2:00PM EDT,4475.0,269.46,276.3,278.6,0.0,-,1,95,19.95%,1.126984126984127,4398.950195
1784,SPX240419C04500000,2023-07-06 2:57PM EDT,4500.0,271.85,260.5,261.5,0.0,-,4,2922,19.53%,1.126984126984127,4398.950195
1785,SPX240419C04525000,2023-07-10 11:30AM EDT,4525.0,244.28,244.5,246.1,-27.61,-10.15%,1,484,19.20%,1.126984126984127,4398.950195
1786,SPX240419C04550000,2023-06-29 3:12PM EDT,4550.0,223.59,229.5,230.6,0.0,-,6,819,18.84%,1.126984126984127,4398.950195
1787,SPX240419C04575000,2023-06-26 11:40AM EDT,4575.0,190.68,214.6,216.1,0.0,-,2,64,18.53%,1.126984126984127,4398.950195
1788,SPX240419C04600000,2023-06-29 12:44PM EDT,4600.0,197.11,200.2,201.2,0.0,-,4,1511,18.16%,1.126984126984127,4398.950195
1789,SPX240419C04625000,2023-07-07 11:29AM EDT,4625.0,194.6,185.4,188.2,0.0,-,4,1000,17.89%,1.126984126984127,4398.950195
1790,SPX240419C04650000,2023-06-28 1:06PM EDT,4650.0,156.6,172.9,174.3,0.0,-,6,713,17.53%,1.126984126984127,4398.950195
1791,SPX240419C04675000,2023-07-10 10:56AM EDT,4675.0,158.56,159.1,161.8,-12.67,-7.40%,2,133,17.25%,1.126984126984127,4398.950195
1792,SPX240419C04700000,2023-07-07 12:16PM EDT,4700.0,158.52,147.6,149.0,0.0,-,1,1062,16.91%,1.126984126984127,4398.950195
1793,SPX240419C04725000,2023-07-07 10:05AM EDT,4725.0,144.04,135.8,137.2,0.0,-,2,117,16.61%,1.126984126984127,4398.950195
1794,SPX240419C04750000,2023-07-10 1:21PM EDT,4750.0,124.7,124.9,125.8,-22.28,-15.16%,26,1155,16.30%,1.126984126984127,4398.950195
1795,SPX240419C04775000,2023-06-29 3:25PM EDT,4775.0,109.72,114.3,115.5,0.0,-,8,128,16.05%,1.126984126984127,4398.950195
1796,SPX240419C04800000,2023-06-27 1:15PM EDT,4800.0,95.57,103.6,105.8,0.0,-,14,383,15.80%,1.126984126984127,4398.950195
1797,SPX240419C04850000,2023-07-06 2:57PM EDT,4850.0,93.95,86.9,87.7,0.0,-,4,148,15.30%,1.126984126984127,4398.950195
1798,SPX240419C04900000,2023-07-10 6:57AM EDT,4900.0,69.7,71.3,72.1,-6.16,-8.12%,23,468,14.87%,1.126984126984127,4398.950195
1799,SPX240419C04950000,2023-07-06 10:58AM EDT,4950.0,60.2,57.9,58.6,0.0,-,1,53,14.46%,1.126984126984127,4398.950195
1800,SPX240419C05000000,2023-07-06 3:00PM EDT,5000.0,51.1,46.6,47.4,0.0,-,23,860,14.11%,1.126984126984127,4398.950195
1801,SPX240419C05100000,2023-07-06 11:06AM EDT,5100.0,32.29,29.7,30.3,0.0,-,48,356,13.54%,1.126984126984127,4398.950195
1802,SPX240419C05200000,2023-07-10 10:20AM EDT,5200.0,19.31,18.5,19.2,-2.21,-10.27%,2,317,13.15%,1.126984126984127,4398.950195
1803,SPX240419C05300000,2023-07-06 4:04PM EDT,5300.0,13.24,11.4,12.0,0.0,-,6,45,12.86%,1.126984126984127,4398.950195
1804,SPX240419C05400000,2023-06-29 2:18PM EDT,5400.0,7.39,7.0,7.6,0.0,-,126,383,12.71%,1.126984126984127,4398.950195
1805,SPX240419C05600000,2023-07-10 10:20AM EDT,5600.0,3.08,2.8,3.1,-0.34,-9.94%,4,32,12.61%,1.126984126984127,4398.950195
1806,SPX240419C05800000,2023-07-10 4:04AM EDT,5800.0,1.3,1.15,1.45,-0.3,-18.75%,10,71,12.84%,1.126984126984127,4398.950195
1807,SPX240419C06000000,2023-07-06 9:51AM EDT,6000.0,0.75,0.45,0.85,0.0,-,10,54,13.37%,1.126984126984127,4398.950195
1808,SPX240419C06200000,2023-06-27 1:43PM EDT,6200.0,0.5,0.15,0.5,0.0,-,1,36,13.85%,1.126984126984127,4398.950195
1809,SPX240419C06400000,2023-06-14 2:04PM EDT,6400.0,0.45,0.05,0.35,0.0,-,14,7,14.50%,1.126984126984127,4398.950195
1810,SPX240419C06600000,2023-06-23 10:29AM EDT,6600.0,0.17,0.0,0.3,0.0,-,2,28,15.35%,1.126984126984127,4398.950195
1865,SPX240517C04400000,2023-07-06 11:46AM EDT,4400.0,351.6,348.9,350.6,0.0,-,501,1993,21.40%,1.2380952380952381,4398.950195
1866,SPX240517C04425000,2023-06-29 9:47AM EDT,4425.0,318.01,332.0,334.4,0.0,-,2,383,21.11%,1.2380952380952381,4398.950195
1867,SPX240517C04450000,2023-07-07 10:45AM EDT,4450.0,321.0,315.1,316.7,0.0,-,200,794,20.71%,1.2380952380952381,4398.950195
1868,SPX240517C04475000,2023-07-03 12:15PM EDT,4475.0,331.06,298.4,300.8,0.0,-,1,439,20.40%,1.2380952380952381,4398.950195
1869,SPX240517C04500000,2023-07-07 3:24PM EDT,4500.0,296.45,283.1,284.2,0.0,-,200,2406,20.03%,1.2380952380952381,4398.950195
1870,SPX240517C04525000,2023-06-30 2:34PM EDT,4525.0,301.55,266.8,268.6,0.0,-,30,835,19.71%,1.2380952380952381,4398.950195
1871,SPX240517C04550000,2023-06-29 9:48AM EDT,4550.0,239.0,251.5,252.6,0.0,-,32,689,19.34%,1.2380952380952381,4398.950195
1872,SPX240517C04575000,2023-07-10 11:30AM EDT,4575.0,236.28,236.2,237.9,-10.22,-4.15%,1,707,19.03%,1.2380952380952381,4398.950195
1873,SPX240517C04600000,2023-07-06 9:31AM EDT,4600.0,231.49,221.9,223.0,0.0,-,1,957,18.68%,1.2380952380952381,4398.950195
1874,SPX240517C04625000,2023-06-30 4:00PM EDT,4625.0,232.63,207.7,209.4,0.0,-,5,27,18.40%,1.2380952380952381,4398.950195
1875,SPX240517C04650000,2023-06-27 1:27PM EDT,4650.0,183.2,194.1,195.2,0.0,-,1,137,18.06%,1.2380952380952381,4398.950195
1876,SPX240517C04675000,2023-07-06 1:36PM EDT,4675.0,188.95,180.0,183.1,0.0,-,2,3,17.82%,1.2380952380952381,4398.950195
1877,SPX240517C04700000,2023-07-07 10:37AM EDT,4700.0,172.8,168.0,169.0,0.0,-,25,1685,17.43%,1.2380952380952381,4398.950195
1878,SPX240517C04725000,2023-06-30 4:00PM EDT,4725.0,175.03,155.3,157.4,0.0,-,15,63,17.18%,1.2380952380952381,4398.950195
1879,SPX240517C04750000,2023-07-06 1:14PM EDT,4750.0,152.93,144.3,145.3,0.0,-,2,508,16.87%,1.2380952380952381,4398.950195
1880,SPX240517C04775000,2023-07-05 10:21AM EDT,4775.0,156.48,132.3,134.2,0.0,-,4,39,16.59%,1.2380952380952381,4398.950195
1881,SPX240517C04800000,2023-07-05 1:03PM EDT,4800.0,143.41,122.5,123.4,0.0,-,2,769,16.31%,1.2380952380952381,4398.950195
1882,SPX240517C04825000,2023-07-06 10:33AM EDT,4825.0,116.25,112.5,113.8,0.0,-,2,50,16.08%,1.2380952380952381,4398.950195
1883,SPX240517C04850000,2023-07-06 3:56PM EDT,4850.0,110.38,103.5,104.5,0.0,-,2,32,15.85%,1.2380952380952381,4398.950195
1884,SPX240517C04900000,2023-07-07 8:54AM EDT,4900.0,92.33,86.1,87.7,0.0,-,3,703,15.41%,1.2380952380952381,4398.950195
1885,SPX240517C04950000,2023-07-05 1:01PM EDT,4950.0,86.28,71.5,72.4,0.0,-,2,292,14.97%,1.2380952380952381,4398.950195
1886,SPX240517C05000000,2023-07-07 9:40AM EDT,5000.0,62.0,58.8,59.6,0.0,-,1000,1792,14.60%,1.2380952380952381,4398.950195
1887,SPX240517C05100000,2023-07-05 1:12PM EDT,5100.0,48.43,38.9,39.7,0.0,-,10,512,13.99%,1.2380952380952381,4398.950195
1888,SPX240517C05200000,2023-07-06 3:56PM EDT,5200.0,28.24,25.4,26.2,0.0,-,4,144,13.56%,1.2380952380952381,4398.950195
1889,SPX240517C05300000,2023-07-05 12:59PM EDT,5300.0,21.47,16.3,17.0,0.0,-,4,642,13.23%,1.2380952380952381,4398.950195
1890,SPX240517C05400000,2023-07-05 12:57PM EDT,5400.0,14.04,10.3,10.9,0.0,-,4,417,12.98%,1.2380952380952381,4398.950195
1891,SPX240517C05600000,2023-06-30 2:48PM EDT,5600.0,6.7,4.2,4.8,0.0,-,5,181,12.84%,1.2380952380952381,4398.950195
1892,SPX240517C05800000,2023-07-07 9:46AM EDT,5800.0,2.25,1.8,2.15,0.0,-,20,76,12.86%,1.2380952380952381,4398.950195
1893,SPX240517C06000000,2023-06-27 1:30PM EDT,6000.0,1.2,0.75,1.15,0.0,-,30,48,13.19%,1.2380952380952381,4398.950195
1894,SPX240517C06200000,2023-06-27 12:49PM EDT,6200.0,0.65,0.3,0.75,0.0,-,1,7,13.76%,1.2380952380952381,4398.950195
1895,SPX240517C06600000,2023-06-23 12:44PM EDT,6600.0,0.22,0.0,0.4,0.0,-,6,9,15.03%,1.2380952380952381,4398.950195
1896,SPX240517C06800000,2023-06-23 1:36PM EDT,6800.0,0.12,0.0,0.1,0.0,-,246,127,14.30%,1.2380952380952381,4398.950195
1897,SPX240517C07000000,2023-07-05 9:35AM EDT,7000.0,0.1,0.0,0.2,0.0,-,10,23,15.99%,1.2380952380952381,4398.950195
1898,SPX240517C07200000,2023-06-02 1:22PM EDT,7200.0,0.25,0.0,0.0,0.0,-,1,0,6.25%,1.2380952380952381,4398.950195
1976,SPX240621C04400000,2023-07-10 1:40PM EDT,4400.0,374.98,375.5,378.1,-3.62,-0.96%,18,10890,21.91%,1.376984126984127,4398.950195
1977,SPX240621C04425000,2023-06-23 2:36PM EDT,4425.0,337.38,358.0,360.3,0.0,-,165,641,21.53%,1.376984126984127,4398.950195
1978,SPX240621C04450000,2023-07-10 12:51PM EDT,4450.0,341.52,341.9,343.4,-17.78,-4.95%,400,2552,21.19%,1.376984126984127,4398.950195
1979,SPX240621C04475000,2023-06-30 12:21PM EDT,4475.0,353.81,325.0,327.4,0.0,-,2,518,20.89%,1.376984126984127,4398.950195
1980,SPX240621C04500000,2023-07-10 10:49AM EDT,4500.0,309.29,309.4,310.9,-17.28,-5.29%,202,8977,20.55%,1.376984126984127,4398.950195
1981,SPX240621C04525000,2023-07-07 11:34AM EDT,4525.0,303.0,293.3,295.0,0.0,-,6,311,20.23%,1.376984126984127,4398.950195
1982,SPX240621C04550000,2023-07-10 12:36PM EDT,4550.0,275.1,278.6,279.7,-12.1,-4.21%,18,787,19.92%,1.376984126984127,4398.950195
1983,SPX240621C04575000,2023-07-07 11:30AM EDT,4575.0,272.1,262.5,264.1,0.0,-,6,739,19.58%,1.376984126984127,4398.950195
1984,SPX240621C04600000,2023-07-10 10:59AM EDT,4600.0,246.85,248.0,249.0,-15.66,-5.97%,200,12392,19.25%,1.376984126984127,4398.950195
1985,SPX240621C04625000,2023-07-07 4:04PM EDT,4625.0,236.4,233.6,234.6,0.0,-,649,2872,18.94%,1.376984126984127,4398.950195
1986,SPX240621C04650000,2023-07-07 1:16PM EDT,4650.0,242.63,219.5,220.5,0.0,-,30,3292,18.63%,1.376984126984127,4398.950195
1987,SPX240621C04675000,2023-07-07 11:39AM EDT,4675.0,214.9,205.9,207.4,0.0,-,6,607,18.36%,1.376984126984127,4398.950195
1988,SPX240621C04700000,2023-07-10 1:22PM EDT,4700.0,193.09,192.8,193.8,-9.72,-4.79%,501,11200,18.04%,1.376984126984127,4398.950195
1989,SPX240621C04725000,2023-07-07 11:39AM EDT,4725.0,188.6,179.6,182.5,0.0,-,6,319,17.84%,1.376984126984127,4398.950195
1990,SPX240621C04750000,2023-07-07 2:29PM EDT,4750.0,184.14,168.4,169.3,0.0,-,70,2544,17.50%,1.376984126984127,4398.950195
1991,SPX240621C04775000,2023-07-07 3:12PM EDT,4775.0,167.86,156.5,157.9,0.0,-,80,403,17.24%,1.376984126984127,4398.950195
1992,SPX240621C04800000,2023-07-10 10:49AM EDT,4800.0,145.16,145.3,146.2,-6.84,-4.50%,4,13920,16.95%,1.376984126984127,4398.950195
1993,SPX240621C04825000,2023-07-05 3:01PM EDT,4825.0,156.57,134.4,135.7,0.0,-,20,723,16.70%,1.376984126984127,4398.950195
1994,SPX240621C04850000,2023-07-07 10:54AM EDT,4850.0,129.19,124.4,125.3,0.0,-,200,905,16.43%,1.376984126984127,4398.950195
1995,SPX240621C04875000,2023-07-07 3:06PM EDT,4875.0,124.48,114.7,116.0,0.0,-,4,110,16.22%,1.376984126984127,4398.950195
1996,SPX240621C04900000,2023-07-10 3:41AM EDT,4900.0,101.43,105.9,106.8,-10.97,-9.76%,3,5994,15.98%,1.376984126984127,4398.950195
1997,SPX240621C04925000,2023-07-06 3:30PM EDT,4925.0,103.5,97.1,98.3,0.0,-,30,137,15.76%,1.376984126984127,4398.950195
1998,SPX240621C04950000,2023-07-07 3:07PM EDT,4950.0,97.38,89.5,90.3,0.0,-,22,1161,15.55%,1.376984126984127,4398.950195
1999,SPX240621C04975000,2023-07-10 10:19AM EDT,4975.0,83.3,81.9,83.1,0.0,-,34,1339,15.38%,1.376984126984127,4398.950195
2000,SPX240621C05000000,2023-07-10 12:48PM EDT,5000.0,73.65,75.1,75.9,-6.88,-8.54%,200,19539,15.17%,1.376984126984127,4398.950195
2001,SPX240621C05025000,2023-07-06 3:20PM EDT,5025.0,74.2,68.4,69.6,0.0,-,128,128,15.01%,1.376984126984127,4398.950195
2002,SPX240621C05050000,2023-07-07 3:12PM EDT,5050.0,68.8,62.7,63.5,0.0,-,1087,1621,14.84%,1.376984126984127,4398.950195
2003,SPX240621C05075000,2023-07-03 12:24PM EDT,5075.0,68.59,56.9,58.0,0.0,-,6,3,14.69%,1.376984126984127,4398.950195
2004,SPX240621C05100000,2023-07-10 1:22PM EDT,5100.0,52.13,51.9,52.6,-0.47,-0.89%,1000,2578,14.52%,1.376984126984127,4398.950195
2005,SPX240621C05150000,2023-07-10 10:49AM EDT,5150.0,42.68,42.7,43.7,-4.62,-9.77%,2,953,14.27%,1.376984126984127,4398.950195
2006,SPX240621C05200000,2023-07-07 3:06PM EDT,5200.0,39.05,35.1,35.8,0.0,-,2,4488,14.00%,1.376984126984127,4398.950195
2007,SPX240621C05250000,2023-07-07 1:16PM EDT,5250.0,34.9,28.8,29.4,0.0,-,5,53,13.80%,1.376984126984127,4398.950195
2008,SPX240621C05300000,2023-07-07 11:22AM EDT,5300.0,25.5,23.4,24.2,0.0,-,56,1829,13.63%,1.376984126984127,4398.950195
2009,SPX240621C05400000,2023-07-10 10:16AM EDT,5400.0,16.26,15.5,16.0,0.46,+2.91%,175,6332,13.32%,1.376984126984127,4398.950195
2010,SPX240621C05500000,2023-07-07 3:20PM EDT,5500.0,11.75,10.3,10.8,0.0,-,6,1074,13.15%,1.376984126984127,4398.950195
2011,SPX240621C05600000,2023-07-10 1:22PM EDT,5600.0,7.01,6.8,7.3,-1.02,-12.70%,1000,4121,13.04%,1.376984126984127,4398.950195
2012,SPX240621C05700000,2023-07-07 9:57AM EDT,5700.0,5.34,4.6,5.0,0.0,-,8,66,13.00%,1.376984126984127,4398.950195
2013,SPX240621C05800000,2023-07-07 1:51PM EDT,5800.0,3.96,3.1,3.4,0.0,-,32,3852,12.97%,1.376984126984127,4398.950195
2014,SPX240621C06000000,2023-07-10 11:59AM EDT,6000.0,1.6,1.5,1.75,-0.62,-27.93%,2,3998,13.13%,1.376984126984127,4398.950195
2015,SPX240621C06200000,2023-07-07 1:51PM EDT,6200.0,1.02,0.7,0.95,0.0,-,2,1905,13.37%,1.376984126984127,4398.950195
2016,SPX240621C06400000,2023-07-07 9:57AM EDT,6400.0,0.6,0.35,0.65,0.0,-,4,2019,13.91%,1.376984126984127,4398.950195
2017,SPX240621C06600000,2023-07-07 9:58AM EDT,6600.0,0.37,0.15,0.45,0.0,-,14,2814,14.41%,1.376984126984127,4398.950195
2035,SPX240719C04400000,2023-07-07 3:57PM EDT,4400.0,397.0,395.5,399.8,0.0,-,9,221,22.30%,1.4880952380952381,4398.950195
2036,SPX240719C04425000,2023-07-10 1:34PM EDT,4425.0,381.0,378.9,381.9,13.06,+3.55%,55,101,21.93%,1.4880952380952381,4398.950195
2037,SPX240719C04450000,2023-07-10 1:20PM EDT,4450.0,363.54,362.9,364.9,-31.04,-7.87%,90,2,21.59%,1.4880952380952381,4398.950195
2038,SPX240719C04475000,2023-06-29 11:03AM EDT,4475.0,333.86,345.7,348.7,0.0,-,2,7,21.29%,1.4880952380952381,4398.950195
2039,SPX240719C04500000,2023-07-05 10:20AM EDT,4500.0,364.16,330.1,332.0,0.0,-,1,413,20.95%,1.4880952380952381,4398.950195
2040,SPX240719C04525000,2023-06-23 9:34AM EDT,4525.0,292.43,314.6,316.6,0.0,-,2,10,20.67%,1.4880952380952381,4398.950195
